1	0	0.0000017
2	1	0.0000018
3	2	0.0000019
4	3	0.000002
5	4	0.0000021
6	5	0.0000022
7	6	0.0000023
8	7	0.0000024
9	8	0.0000025
10	9	0.0000027
11	10	0.0000028
12	11	0.0000029
13	12	0.0000031
14	13	0.0000032
15	14	0.0000034
16	15	0.0000036
17	16	0.0000038
18	17	0.000004
19	18	0.0000042
20	19	0.0000044
21	20	0.0000046
22	21	0.0000048
23	22	0.0000051
24	23	0.0000053
25	24	0.0000056
26	25	0.0000059
27	26	0.0000062
28	27	0.0000065
29	28	0.0000069
30	29	0.0000072
31	30	0.0000076
32	31	0.000008
33	32	0.0000084
34	33	0.0000088
35	34	0.0000093
36	35	0.0000097
37	36	0.0000102
38	37	0.0000108
39	38	0.0000113
40	39	0.0000119
41	40	0.0000125
42	41	0.0000132
43	42	0.0000138
44	43	0.0000146
45	44	0.0000153
46	45	0.0000161
47	46	0.0000169
48	47	0.0000178
49	48	0.0000187
50	49	0.0000197
51	50	0.0000207
52	51	0.0000218
53	52	0.0000229
54	53	0.0000241
55	54	0.0000254
56	55	0.0000267
57	56	0.0000281
58	57	0.0000295
59	58	0.000031
60	59	0.0000327
61	60	0.0000343
62	61	0.0000361
63	62	0.000038
64	63	0.00004
65	64	0.0000421
66	65	0.0000443
67	66	0.0000466
68	67	0.000049
69	68	0.0000516
70	69	0.0000542
71	70	0.0000571
72	71	0.00006
73	72	0.0000632
74	73	0.0000665
75	74	0.00007
76	75	0.0000736
77	76	0.0000775
78	77	0.0000815
79	78	0.0000858
80	79	0.0000903
81	80	0.000095
82	81	0.0001
83	82	0.0001052
84	83	0.0001107
85	84	0.0001165
86	85	0.0001227
87	86	0.0001291
88	87	0.0001359
89	88	0.000143
90	89	0.0001505
91	90	0.0001584
92	91	0.0001668
93	92	0.0001755
94	93	0.0001848
95	94	0.0001945
96	95	0.0002047
97	96	0.0002155
98	97	0.0002269
99	98	0.0002388
100	99	0.0002514
101	100	0.0002647
102	101	0.0002787
103	102	0.0002934
104	103	0.0003089
105	104	0.0003252
106	105	0.0003423
107	106	0.0003604
108	107	0.0003795
109	108	0.0003996
110	109	0.0004207
111	110	0.000443
112	111	0.0004664
113	112	0.0004911
114	113	0.0005171
115	114	0.0005445
116	115	0.0005734
117	116	0.0006037
118	117	0.0006358
119	118	0.0006695
120	119	0.000705
121	120	0.0007424
122	121	0.0007818
123	122	0.0008234
124	123	0.0008671
125	124	0.0009132
126	125	0.0009617
127	126	0.0010128
128	127	0.0010667
129	128	0.0011235
130	129	0.0011832
131	130	0.0012462
132	131	0.0013126
133	132	0.0013825
134	133	0.0014561
135	134	0.0015337
136	135	0.0016155
137	136	0.0017016
138	137	0.0017924
139	138	0.001888
140	139	0.0019887
141	140	0.0020949
142	141	0.0022067
143	142	0.0023245
144	143	0.0024487
145	144	0.0025795
146	145	0.0027174
147	146	0.0028626
148	147	0.0030157
149	148	0.003177
150	149	0.0033469
151	150	0.003526
152	151	0.0037147
153	152	0.0039136
154	153	0.0041231
155	154	0.004344
156	155	0.0045767
157	156	0.0048219
158	157	0.0050804
159	158	0.0053527
160	159	0.0056398
161	160	0.0059422
162	161	0.006261
163	162	0.006597
164	163	0.0069511
165	164	0.0073242
166	165	0.0077175
167	166	0.0081319
168	167	0.0085688
169	168	0.0090292
170	169	0.0095144
171	170	0.0100258
172	171	0.0105649
173	172	0.011133
174	173	0.0117318
175	174	0.0123629
176	175	0.0130282
177	176	0.0137293
178	177	0.0144684
179	178	0.0152474
180	179	0.0160685
181	180	0.016934
182	181	0.0178463
183	182	0.0188079
184	183	0.0198215
185	184	0.02089
186	185	0.0220163
187	186	0.0232035
188	187	0.024455
189	188	0.0257742
190	189	0.0271649
191	190	0.0286309
192	191	0.0301762
193	192	0.0318053
194	193	0.0335226
195	194	0.0353329
196	195	0.0372414
197	196	0.0392533
198	197	0.0413742
199	198	0.0436101
200	199	0.0459673
